gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000197921,0,NA,NA,NA,NA,NA
ENSG00000272449,1.40949722542247,0.492744263636403,0.329297797426873,1.49634849515149,0.134562863801969,0.206927929100625
ENSG00000238164,0.154385971837739,0.139386951791165,0.861385555249857,0.161817145576273,0.87144985077252,NA
ENSG00000157873,14.9882751630435,0.850204695317862,0.137894054124352,6.16563709520901,7.0199917885618e-10,3.75563540111908e-09
ENSG00000228037,0.00490865559910698,0,5.34802667134619,0,1,NA
ENSG00000157870,1.96323412765735,0.405817717629169,0.272550242473845,1.48896480129939,0.13649663780896,0.209540058238537
ENSG00000142606,0.056169364887565,-0.112781264957374,2.23803892041485,-0.0503928970710076,0.959809296513025,NA
ENSG00000237058,0,NA,NA,NA,NA,NA
ENSG00000215912,0.0573522757744198,0.136961952806938,2.23178029558911,0.0613689228628954,0.951065401657006,NA
ENSG00000283259,0,NA,NA,NA,NA,NA
ENSG00000233234,0,NA,NA,NA,NA,NA
ENSG00000231630,0,NA,NA,NA,NA,NA
ENSG00000284745,0,NA,NA,NA,NA,NA
ENSG00000169717,0,NA,NA,NA,NA,NA
ENSG00000177133,0,NA,NA,NA,NA,NA
ENSG00000142611,0.00405160122444581,0,5.34802667134619,0,1,NA
ENSG00000226286,0,NA,NA,NA,NA,NA
ENSG00000272235,0,NA,NA,NA,NA,NA
ENSG00000130762,0.0432181336106459,-0.364948747600029,2.70191866624915,-0.135070219603115,0.892556355685396,NA
ENSG00000272088,0,NA,NA,NA,NA,NA
ENSG00000162591,0.0722138212721543,-0.110356706651907,1.6108221698589,-0.0685095528959441,0.94538001583331,NA
ENSG00000238260,0,NA,NA,NA,NA,NA
ENSG00000158109,4.40827519173983,0.975204649637674,0.202525179632743,4.81522668641055,1.47032881870855e-06,5.56548007955337e-06
ENSG00000116213,2.99579694173894,0.775404451127895,0.23600534269721,3.28553770124909,0.00101787919460513,0.00255668629593188
ENSG00000078900,0.00617922075695224,0,5.34802667134619,0,1,NA
ENSG00000227589,0,NA,NA,NA,NA,NA
ENSG00000235131,0,NA,NA,NA,NA,NA
ENSG00000162592,0,NA,NA,NA,NA,NA
ENSG00000235169,1.26038616252529,-0.316493672370619,0.292115317160714,-1.08345455981856,0.278606709717314,0.382758690398707
ENSG00000130764,4.25565873750671,1.00464336249004,0.21049482666028,4.77276985106832,1.81709397787612e-06,6.80169951034579e-06
ENSG00000272153,0.00528283353278779,-0.192793863210706,5.34802667134619,-0.0360495328573552,0.971242863090234,NA
ENSG00000116198,3.38428913934508,0.277506746570704,0.228826883956244,1.21273664078635,0.225230526252969,0.319642366685478
ENSG00000169598,0.751563777646786,0.957149842014327,0.476650981968674,2.00807273712327,0.0446355628548163,0.0783115289237363
ENSG00000198912,3.64241607954034,0.830016016493136,0.211193066486524,3.93012910083437,8.4900264026385e-05,0.00025640660711527
ENSG00000236423,0.0525724296009735,-0.192796133203925,2.13776135986044,-0.090185994014089,0.928139414126978,NA
ENSG00000233304,0,NA,NA,NA,NA,NA
ENSG00000226374,0,NA,NA,NA,NA,NA
ENSG00000284668,0,NA,NA,NA,NA,NA
ENSG00000284703,0,NA,NA,NA,NA,NA
ENSG00000235054,0,NA,NA,NA,NA,NA
ENSG00000284694,0,NA,NA,NA,NA,NA
ENSG00000227169,0,NA,NA,NA,NA,NA
ENSG00000232596,0,NA,NA,NA,NA,NA
ENSG00000196581,0,NA,NA,NA,NA,NA
ENSG00000284739,0,NA,NA,NA,NA,NA
ENSG00000284674,0,NA,NA,NA,NA,NA
ENSG00000231510,0,NA,NA,NA,NA,NA
ENSG00000284616,0,NA,NA,NA,NA,NA
ENSG00000284692,0,NA,NA,NA,NA,NA
ENSG00000284666,0,NA,NA,NA,NA,NA
ENSG00000260972,0,NA,NA,NA,NA,NA
ENSG00000236948,0,NA,NA,NA,NA,NA
ENSG00000131697,0.480116184539009,-0.146513328364136,0.466162465623197,-0.31429670805492,0.753295698235234,0.833831703591765
ENSG00000069424,8.87313673683107,-0.613945959970686,0.120510985440195,-5.09452277506572,3.49620805801862e-07,1.41803289115215e-06
ENSG00000116254,0,NA,NA,NA,NA,NA
ENSG00000116251,107.542712000449,-1.22751019381191,0.0352762242793172,-34.7970968801107,2.69103132539301e-265,2.75191039472158e-263
ENSG00000226944,0,NA,NA,NA,NA,NA
ENSG00000158286,0.150406270380494,0.0496731581894752,1.19206148455791,0.0416699631964847,0.96676179905142,NA
ENSG00000116237,5.16320715143819,0.985385105962012,0.186312273670852,5.28888991877604,1.23060921156617e-07,5.28869463434362e-07
ENSG00000225077,0.0602187749979747,-0.112781262485996,2.22956672332128,-0.0505843854352076,0.959656705512962,NA
ENSG00000173673,0,NA,NA,NA,NA,NA
ENSG00000158292,0.324015034227278,-1.12657249177117,0.586471782941076,-1.92093213099113,0.0547402643449369,0.0939652638920518
ENSG00000097021,3.63660191053716,-0.39062614657378,0.187101864011223,-2.087772607922,0.0368183516011979,0.066079529774895
ENSG00000271746,0.147645708768308,0.0496731612775791,1.11291042696398,0.044633566254822,0.964399387308466,NA
ENSG00000069812,0,NA,NA,NA,NA,NA
ENSG00000187017,0,NA,NA,NA,NA,NA
ENSG00000231868,0,NA,NA,NA,NA,NA
ENSG00000215788,0.167546585512606,-1.13184579729054,1.48721804479666,-0.761048994295444,0.446627803971966,NA
ENSG00000171680,0.530021219841273,-2.74638339507805,0.474261529611181,-5.79086268567818,7.00258103000495e-09,3.42336210542092e-08
ENSG00000162408,3.14826589552839,-0.152831522360215,0.216873745964416,-0.704702736979932,0.480995247713215,0.596688546332909
ENSG00000173662,0,NA,NA,NA,NA,NA
ENSG00000204859,2.35250876208458,2.14906756551616,0.330465843514679,6.50314580974449,7.8657486379014e-11,4.52226175144967e-10
ENSG00000162413,2.71436314801568,-0.615839739040546,0.329129088119128,-1.87111914829492,0.0613285680575316,0.103708503886701
ENSG00000116273,1.74786771686049,-1.21028907757133,0.26644754003505,-4.54231657538335,5.56394022004872e-06,1.9658940296043e-05
ENSG00000041988,2.79492545414289,0.598356393756834,0.335855898793535,1.78158667424409,0.0748166590992141,0.123679957456181
ENSG00000007923,3.57515643851836,0.140782020128061,0.19845607763228,0.709386287422834,0.478084794876357,0.593727443846052
ENSG00000228750,0,NA,NA,NA,NA,NA
ENSG00000284744,0,NA,NA,NA,NA,NA
ENSG00000237436,0.0259492178430127,-0.0303415994348026,3.7917643816729,-0.00800197385192381,0.993615416743506,NA
ENSG00000171735,21.3310342714525,-0.46175952024157,0.0786559156195038,-5.87062672406385,4.34150778773074e-09,2.16312504631505e-08
ENSG00000237365,0,NA,NA,NA,NA,NA
ENSG00000237728,0,NA,NA,NA,NA,NA
ENSG00000225126,0,NA,NA,NA,NA,NA
ENSG00000270171,0,NA,NA,NA,NA,NA
ENSG00000270035,0,NA,NA,NA,NA,NA
ENSG00000269978,0,NA,NA,NA,NA,NA
ENSG00000049245,14.1042454292547,-0.530749739086085,0.115483114227947,-4.59590774490601,4.30869319386999e-06,1.54159037243252e-05
ENSG00000049246,1.67141050156122,-0.22164667910789,0.499389608408989,-0.443835184744906,0.657161748116382,0.755227521140381
ENSG00000236266,0.0430521802771745,0,3.08396038826653,0,1,NA
ENSG00000049247,0.212075542703951,0,0.823674136316917,0,1,1
ENSG00000049249,10.2735659036658,-0.348466278228077,0.155491096302865,-2.24106901625631,0.0250216048093045,0.0468723035436762
ENSG00000116288,50.8186224851898,-0.353498570483939,0.0514565834684398,-6.86984145965993,6.42732946357303e-12,3.99140678882714e-11
ENSG00000284747,0.0675663602712669,-0.364949365256512,1.99949774265606,-0.182520518763741,0.855174253164168,NA
ENSG00000284716,0.00347258417772287,0,5.34802667134619,0,1,NA
ENSG00000116285,1.56554088198192,-2.07806484210552,0.402801504331042,-5.15902949656728,2.48233205057684e-07,1.02854781345057e-06
ENSG00000238290,0,NA,NA,NA,NA,NA
ENSG00000227634,0,NA,NA,NA,NA,NA
ENSG00000233645,0,NA,NA,NA,NA,NA
ENSG00000162426,0.0119136102089932,-0.0254921515204508,5.34802667134619,-0.00476664629535851,0.996196780916235,NA
ENSG00000142599,6.13072127140086,-0.270057932337343,0.174179112338041,-1.55046106684264,0.121030891199875,0.189386855463394
ENSG00000232912,0.00353262571941349,0,5.34802667134619,0,1,NA
ENSG00000228423,0,NA,NA,NA,NA,NA
ENSG00000074800,208.183035947177,-0.288000195960755,0.0320807403435868,-8.97735503845155,2.77353741180014e-19,2.52758602992101e-18
ENSG00000230679,0.0424880106877191,0.0496730320716274,2.70584500026138,0.0183576783100396,0.985353514563745,NA
ENSG00000131686,0,NA,NA,NA,NA,NA
ENSG00000197241,0,NA,NA,NA,NA,NA
ENSG00000142583,0.736351677071277,0.355905669278098,0.503209491618921,0.707271375452561,0.479397850394402,0.595061942246599
ENSG00000180758,4.09722060524165,0.994418137240687,0.460061667176574,2.16148879202106,0.0306576018092882,0.0561074138437259
ENSG00000228526,0.76490482511552,0.294567606000679,0.504816973216942,0.5835136725367,0.559547555625946,0.670146424497389
ENSG00000234546,0.12865621996066,0.0545225537184948,1.08398553336248,0.0502982300412885,0.959884734208769,NA
ENSG00000049239,5.16656132537603,2.24604723149973,0.287773139273874,7.80492313204453,5.95378222462904e-15,4.39523000203976e-14
ENSG00000171621,4.00875108637244,-1.91993038824228,0.310206153355272,-6.18920794276905,6.04672733723005e-10,3.25167975255527e-09
ENSG00000284652,0,NA,NA,NA,NA,NA
ENSG00000284693,0.0338384652882164,0.0569470308465535,2.94400675433189,0.0193433764249216,0.984567181009327,NA
ENSG00000235263,0,NA,NA,NA,NA,NA
ENSG00000171612,5.22889006062715,-0.231965410268212,0.139572605000716,-1.66196948367498,0.0965188933299559,0.154976797063646
ENSG00000188807,0.350596376599891,0.0327003136166617,0.520495814750046,0.0628253151898351,0.949905607078414,0.973230052879223
ENSG00000171608,5.13608272945425,0.763590984454507,0.149598091143146,5.10428293983947,3.32051155832419e-07,1.35072390615105e-06
ENSG00000179840,0.157274323547498,-0.12490496828267,0.908209961422718,-0.137528736292437,0.890612880267995,NA
ENSG00000231789,0.230186645770538,-0.714933886152434,0.677876835630743,-1.05466634729775,0.291577948042502,0.397131711766185
ENSG00000171603,5.17155923453077,0.659603652888134,0.176645167922945,3.73405998388737,0.000188417588089857,0.00053742520096229
ENSG00000178585,5.54693721705534,-0.0325321516149904,0.135514873671233,-0.240063328354018,0.810281162733075,0.877675619574391
ENSG00000223989,0,NA,NA,NA,NA,NA
ENSG00000162441,4.54103779555324,-0.414154010582845,0.179766951122099,-2.30383843080004,0.0212317149299769,0.0404160627809569
ENSG00000173614,1.95867924203133,1.68666297680924,0.360726002585972,4.6757454819389,2.92887681606015e-06,1.07188815362765e-05
ENSG00000162444,0.997105641020355,-3.42742716833446,0.387712691075751,-8.84012117020129,9.56148494396176e-19,8.5206490114905e-18
ENSG00000130939,3.66464044700481,0.119581316129442,0.191165584398906,0.625537889078984,0.53161808904617,0.644086938094894
ENSG00000054523,12.2384300328132,-2.42333070635976,0.109754840181694,-22.07948826993,4.97690226835523e-108,1.97744690127388e-106
ENSG00000284735,0.0213787092239383,-0.195219509344114,4.2493697470374,-0.0459408149832616,0.963357422850964,NA
ENSG00000284642,0.0602429728319718,-0.28008515185155,1.92683161617528,-0.145360471304448,0.88442627245605,NA
ENSG00000142657,85.315059625358,0.934372154351323,0.0503888972324104,18.5432149872558,9.25217290252805e-77,2.76810813266043e-75
ENSG00000271989,0.0332596525371084,-0.192795486256012,3.40288281522173,-0.0566565164670386,0.954818813174363,NA
ENSG00000251503,0.0596539332708155,0,2.23393762418407,0,1,NA
ENSG00000175279,0.335424721136785,-0.634503329603436,0.531191186363236,-1.19449144845102,0.232285783854648,0.327976170141534
ENSG00000241563,0.00525557527492652,0,5.34802667134619,0,1,NA
ENSG00000160049,6.81370663234515,0.559705077799221,0.146563357389156,3.81886091973923,0.000134069320733355,0.000392272243308944
ENSG00000203469,0,NA,NA,NA,NA,NA
ENSG00000142655,2.48696272140355,1.61239686921006,0.346774386154833,4.64970001703105,3.32418169297026e-06,1.20946313215214e-05
ENSG00000130940,0.993978682088262,-0.204920028914962,0.505402342734648,-0.405459198717153,0.685140003970181,0.779767076220761
ENSG00000272078,0.10785995136966,-0.0254924230856179,1.58487917406699,-0.0160847738444322,0.987166760657081,NA
ENSG00000175262,0.251441462917288,-1.04893820978103,0.685144207774086,-1.5309743523759,0.125775731509249,0.195877921147097
ENSG00000120948,4.84037669802508,-0.14979200106477,0.177889283217371,-0.842051855826143,0.399758928028874,0.513899266984877
ENSG00000277726,0,NA,NA,NA,NA,NA
ENSG00000009724,0.0273504568441951,-0.110356104502431,3.76860936980727,-0.0292829777972118,0.976638902831035,NA
ENSG00000271895,0.146487837667845,-0.539528040430673,0.987056512755043,-0.546602989250087,0.584651514974335,NA
ENSG00000116649,15.8373306927902,-0.538706745701275,0.0827736153054846,-6.50819399047779,7.60596579772169e-11,4.37693862049704e-10
ENSG00000171824,7.7933945446194,-0.367933355424385,0.138736396176783,-2.65203195097809,0.00800089703142212,0.0168102376833988
ENSG00000226849,0.0432404566736284,-0.110356409365752,2.88140070398411,-0.0382995704877707,0.969448833237601,NA
ENSG00000230337,0.0277516789929696,0.0569468395038634,3.7622453932821,0.0151363968989232,0.987923363757309,NA
ENSG00000198793,4.29839931956874,0.0757649506784859,0.170266162648493,0.444979492695206,0.656334574188072,0.754652367837298
ENSG00000225602,0,NA,NA,NA,NA,NA
ENSG00000171819,0,NA,NA,NA,NA,NA
ENSG00000120942,2.81453746248407,0.153297527927586,0.222986797036877,0.687473563299062,0.491784354634183,0.606874540891797
ENSG00000284646,0,NA,NA,NA,NA,NA
ENSG00000204624,0.00387045859029131,0,5.34802667134619,0,1,NA
ENSG00000235643,0,NA,NA,NA,NA,NA
ENSG00000284708,0,NA,NA,NA,NA,NA
ENSG00000116661,0.313209996572072,1.55477866949684,0.61267616287389,2.53768428365781,0.0111588600971944,0.0226887122836696
ENSG00000132879,1.14681139712629,1.26771142017133,0.438237928535745,2.89274692495705,0.0038188886828716,0.00854915758254191
ENSG00000116663,15.4995740429133,1.14086583194374,0.179855439004091,6.34323787070896,2.249856324838e-10,1.24807503373405e-09
ENSG00000116670,11.8168932778601,0.347665417448852,0.130122675023115,2.67182808366869,0.00754392865626183,0.0159522125280547
ENSG00000162490,0.00650962833059339,0,5.34802667134619,0,1,NA
ENSG00000177674,23.8856929625242,1.90691989722521,0.101210050282975,18.8412108470811,3.46937326270806e-79,1.06610593166369e-77
ENSG00000215910,0.0504765279487394,-0.27766027769549,2.25276553850114,-0.12325307403283,0.901906698915164,NA
ENSG00000177553,0,NA,NA,NA,NA,NA
ENSG00000177000,4.74342860241356,-0.149927901821644,0.198761956797813,-0.754308843790241,0.450663793160653,0.566154615192056
ENSG00000011021,2.23155206593948,-0.393409565977994,0.289039231566162,-1.36109400736468,0.173483983209067,0.256748063406444
ENSG00000242349,0.144202358799689,-0.621967731543259,0.96250197562611,-0.646198914177467,0.518150542653917,NA
ENSG00000175206,0.00888059344541799,-0.192793863211053,5.34802667134619,-0.0360495328574199,0.971242863090182,NA
ENSG00000120937,0,NA,NA,NA,NA,NA
ENSG00000116685,11.1784277668375,1.34412894191519,0.143309611440021,9.37919605258118,6.64776646462069e-21,6.46434406957192e-20
ENSG00000083444,8.73560956798963,0.742725379052506,0.126353155543925,5.87817040148483,4.14825782715485e-09,2.07429517641619e-08
ENSG00000116688,4.10955704416499,-0.0685547577255801,0.176222003157744,-0.389024959977407,0.697257682495558,0.78974006779978
ENSG00000116691,9.57314376211333,0.710973783534253,0.16827195341353,4.22514726376908,2.38784575908837e-05,7.79047167635631e-05
ENSG00000120949,0.896114862802011,1.94067402439212,0.43883428062313,4.42233916100728,9.76380285481714e-06,3.34743623019232e-05
ENSG00000028137,60.9937702592454,1.29498249458965,0.06387152209504,20.2748024802468,2.14651881910165e-91,7.39778143290392e-90
ENSG00000048707,3.49998698094623,-0.450595776432847,0.205099709101452,-2.19695960763144,0.0280233311055353,0.0518491886211862
ENSG00000229484,0,NA,NA,NA,NA,NA
ENSG00000162496,2.44770611536906,0.973986956378499,0.233729303423227,4.1671580846448,3.08420619822963e-05,9.90949176644678e-05
ENSG00000272482,0.00339440452291264,0,5.34802667134619,0,1,NA
ENSG00000204518,0,NA,NA,NA,NA,NA
ENSG00000188984,0,NA,NA,NA,NA,NA
ENSG00000157330,0,NA,NA,NA,NA,NA
ENSG00000116726,0,NA,NA,NA,NA,NA
ENSG00000116721,0,NA,NA,NA,NA,NA
ENSG00000228338,0,NA,NA,NA,NA,NA
ENSG00000239810,0,NA,NA,NA,NA,NA
ENSG00000179172,0,NA,NA,NA,NA,NA
ENSG00000120952,0,NA,NA,NA,NA,NA
ENSG00000243073,0,NA,NA,NA,NA,NA
ENSG00000187545,0,NA,NA,NA,NA,NA
ENSG00000204510,0,NA,NA,NA,NA,NA
ENSG00000232423,0,NA,NA,NA,NA,NA
ENSG00000274764,0,NA,NA,NA,NA,NA
ENSG00000277058,0,NA,NA,NA,NA,NA
ENSG00000229571,0,NA,NA,NA,NA,NA
ENSG00000275774,0,NA,NA,NA,NA,NA
ENSG00000233336,0,NA,NA,NA,NA,NA
ENSG00000280267,0,NA,NA,NA,NA,NA
ENSG00000179412,0,NA,NA,NA,NA,NA
ENSG00000204505,0,NA,NA,NA,NA,NA
ENSG00000279169,0,NA,NA,NA,NA,NA
ENSG00000279804,0,NA,NA,NA,NA,NA
ENSG00000270601,0,NA,NA,NA,NA,NA
ENSG00000182330,0,NA,NA,NA,NA,NA
ENSG00000237700,0,NA,NA,NA,NA,NA
ENSG00000204501,0,NA,NA,NA,NA,NA
ENSG00000228229,0,NA,NA,NA,NA,NA
ENSG00000204481,0,NA,NA,NA,NA,NA
ENSG00000204480,0,NA,NA,NA,NA,NA
ENSG00000204479,0,NA,NA,NA,NA,NA
ENSG00000204478,0,NA,NA,NA,NA,NA
ENSG00000162494,2.08266149403399,0,0.540837327306491,0,1,1
ENSG00000259961,0,NA,NA,NA,NA,NA
ENSG00000162493,14.0500235807895,1.04622373889694,0.494456693518793,2.11590570541478,0.034352828098905,0.0620888301632315
ENSG00000237445,0,NA,NA,NA,NA,NA
ENSG00000116731,7.23927285784666,0.0339686262735763,0.166548194042428,0.20395673738091,0.838387306793931,0.896598666171874
